Deity,Bhajan,Meaning
Krishna,"Jaya Jaya Govinda Jaya Nandalaala 
Radha Lola Raasa Vilola 
Tribhuvana Paripaala Deena Dayaala 
Jaya Jaya Govinda Jaya Nandalaala 
Suradaasa Prabhu Karuna Saagara 
Meera Key Prabhu Giridhara Naagara 
Bhaktha Sakhaa Bhagawaan Gopaala","Victory of Lord Govinda, Son of Nanda, O Beloved of Radha, You are fond of folk dance,
O merciful Lord of Mira and Suradas, You are an Ocean of compassion and Sustainer of the three worlds and 
a close Relation to devotees"
Krishna,"Jaya Jaya Mohana Murali Gopaala 
Jaya Giridhara Brindaavana Baala 
Jaya Jaya Mohana Murali Gopaala 
Jaya Hey Madhava Ghana Ghana Nila 
Jaya Meera Prabhu Radhey Gopaala","Glory to Krishna, the enchanting flute player, child of
Brindavan, who held aloft the mountain, Lakshmi's Lord, of infite blue colour, Lord of Mirabai and Radha."
Krishna,"Jaya Jaya Raadhey Jaya Govinda 
Jaya Gopaala Harey 
Raadha Madhava Raasa Vilola 
Raaja Gopaala Sai Harey ...(Jaya Jaya Radhey..) 
Kaaliya Narthana Kamsa Vimardhana 
Jaya Gopaala Harey 
Sai, Jaya Gopaala Harey","Victory to Radha (Krishna's great devotee), victory to the
Young Krishna who loved the water sport of squirting colored water ( 
called Raasa Kreeda). Victory to Child Krishna who danced on the serpent Kaaliya. 
Victory to Young Krishna who killed His wicked uncle Kamsa. Victory to You, Sai Gopala"
Krishna,"Jaya Krishna Kunja Vihaari 
Jaya Radha Hridaya Vihaari 
Jaya Yamuna Theera Vihaari 
Jaya Gopi Key Hridaya Vihaari 
Jaya Madhava Rasa Vihaari 
Jaya Sai Parthi Vihaari","Glory to Lord Krishna who moves about in Brindavan on the banks of the holy river Yamuna. Glory to the One
installed in Radha's heart and in the hearts of the cow maids (Gopis). 
Glory to Krishna who is fond of dancing the Raasa folk dance. Glory to Lord Sai who is in Puttaparthi"
Krishna,"Jaya Murali Madhava Gauri 
Parama Paavana Pandhari Naathha 
Paramaathma He Purandhara Vitthala 
Shree Ranga Naathha Hridaya Taranga 
Shree Sai Naathha Hridayaantharanga","Victory to the Indweller of the heart and divine flute Player, Lord Madhava.
It is extremely beneficial to recite the Name of the Lord Pandhari and Lord Vitthala"
Krishna,"Jaya Nandalala Jai Jai Gopaala 
Mohana Murali Sai Gopaala 
Jaya Nandalala Jai Jai Gopaala 
Jaya Brindavana Madana Gopaala 
Jaya Parthishwara Jaya Sai Naathha 
Mohana Murali Sai Gopaala","Victory to Krishna (the Son of Nanda), Sai Gopaala Who wins the mind with His captivating flute.
Glory to the One Who lived in Brindavan and Puttaparthi "
Krishna,"Jaya Narayana Jaya Hari Om 
Sai Narayana Jaya Hari Om 
Jaya Narayana Jaya Hari Om 
Namah Shiva Shiva Jaya Hari Om 
Paapa Vinashaka Jaya Hari Om 
Jaya Hari Om Om Jaya Hari Om",All Glory and victory to God embodied in the symbol Om. His sacred names destroy all sins.
Krishna,"Jaya Narayana Sathya Narayana 
Keshava Madhava Hari Narayana 
Jaya Narayana Sathya Narayana 
Shree Krishna Govinda Sai Narayana 
Mukunda Madhava Sathya Narayana","Glory to Sathya Narayana; Krishna, God incarnate in all beings,
Lord of Lakshmi, Narayana, guide of all souls who has come as Krishna and as Sai; He who liberates us."
Krishna,"Jaya Panduranga Jaya Vitthala 
Jagatodhaara Hari Vitthala 
Pandari Naathha Jaya Hari Vitthala 
Purandhara Vitthala Parama Dayala","Victory to Krishna as Panduranga, director of the play of life, who fosters
the universe. Most compassionate Lord worshipped by Purandhara."
Krishna,"Jaya Radha Madhava 
Jaya Jaya Kunja Vihaari 
Jaya Jaya Gopi Jana Vallabha 
Jaya Girivar Dhaari 
Yashoda Nanda Vraja Jana Ranjana 
Yamuna Theera Vana Pyaari Dhoon 
Harey Krishna, Harey Krishna Krishna Krishna Harey Harey 
Harey Rama Harey Rama Rama Rama Harey Harey","Victory to Thee, Hey consort of Radha (Madhava, Krishna),
consort of Gopis, the One who lifted the Govardhan mountain, 
the son of Nanda, the One captivating the people of Vraja, 
the One producing sweet music in the forests on the banks of 
Yamuna river. Chant the sweet name of Lord Krishna"
Krishna,"Jaya Radhey Jaya Radhey Govinda Radhey Govinda Radhey 
Jaya Radhey Govinda Jaya Radhey Govinda Radhey Radhey 
Jaya Radhey, Jaya Maa Durga, Maa Maa Maa Maa 
Jaya Kaali Maa, Jaya Maa Maa Maa","Victory to Radha, beloved of Govinda (Krishna); Victory to Radha, victory to Mother Durga.
Victory to Mother Kali, Victory to the Mother"
Krishna,"Jaya Ranga Paanduranga 
Shree Ranga Pandareesha 
Sai Ranga Pandareesha 
Jaya Shirdeesha Jaya Partheesha 
Paavana Purusha Jaya Sayeesha","Victory to Lord of Pandharpur - Lord Panduranga, Lord of Shirdi and
Parthi - Lord Sai, Hari and Vittal. Chant the names of Lord Panduranga, Sai, Hari and Vittal"
Krishna,"Jaya Vaasudeva Narayana 
Govinda Gopaala Narayana 
Jaya Vaasudeva Narayana 
Janaardhana Madhusoodana 
Madhusoodana Madhusoodana 
Janaardhana Madhusoodana 
Govardhanodhaara Gopaalana 
Jai Sai Govinda Madhava Keshava Keshava Madhava","This bhajan is dedicated to the Victory and adoration of Krishna in His various forms
Vasudeva, Narayana, Govinda, Gopaala, Janardhana (Who uplifts humanity), 
Madhusudana (Slayer of he demon Madhu), Govardhana Dhara (Who held up 
the mountain Govardhana), Madhava (Lord of Lakshmi), Keshava (Lord Vishnu Who incarnated as Krishna"
Krishna,"Jhulana Jhulaaye Brijabaala 
Jhuley Nandalaala Jhuley Sai Baba 
Resham Ki Dori Sone Ka Paalana 
Arathi Uthare Brijabaala 
Jhuley Nandalaala Jhuley Sai Baba","The cowherd children rock the cradle of baby Krishna or Sai Nandalala (Krishna); Sai Baba swings in the cradle;
A string of silk is tied to the golden cradle; (devotees' desire to associate prosperity with their loving Lord) 
The cowherd children offer Arati to their Lord (This bhajan is usually sung at Swami's birthday and Krishna's birthday. 
A Jhula is a cradle in which devotees swing the Lord. 
Swami has said that when devotees sing His Name, He swings in ecstasy."
Krishna,"Jhulena Mey Jhuley Merey Sai Nandalaala 
Sai Nandalaala, Hey Vraja Baala 
Jhulena Mey Jhuley Merey Sai Nandalaala 
Murali Lola Gokula Baala 
Radha Manohar Raasa Vilola 
Jhulena Mey Jhuley Merey Sai Nandalaala 
Dheerey Dheerey Holey Holey","O Lord Sai! O Lord Krishna, the beloved of Radha and lover
of Raasa dance! Swing slowly and gently in our hearts forever and enchant us with thy divine music on flute."
Krishna,"Jhulena Mey Jhuley Merey Sai Ram 
Sathya Sai Ram, Jai Bhagawaan 
Jhulena Mey Jhule Merey Sai Ram 
Eshwaraamba Nandana Jaya Sai Ram 
Mana Mandir Mein Jhuley Sai Ram 
Jhuley Jhuley Sai Ram 
Jai Jai Sai Ram, Jai Jai Sai Ram 
Jai Jai Sai Ram, Jai Jai Bhagawaan","O Lord Sai Ram! Beloved Son of Eeswaramma! Swing slowly and
gently in the temple of our minds and our hearts forever and enchant us with thy divine music on flute."
Krishna,"Johi Hari Kaa Bhajana Karey 
Johi Brahma Hari Paada Paavey 
Sai Ram Jo Bhajana Karey 
Bhava Saagara Ko Paar Karey","Whoever chants the spiritual glory of Hari, our Sai, attains the highest
abode and mergence with Lord Hari and crosses the ocean of life and death."
Krishna,"Kalyaana Krishna Kamaneeya Krishna 
Kaalinga Mardhana Shree Krishna 
Govardana Giridari Murari Gopee Mana Sanchaari 
Sai Gopee Mana Sanchaari 
Brindaavan Key Thulaseemaala 
Peetambaradhaari Muraari","Blessed Krishna, You are the One who charms the most desirable, You crush the serpent demon (of ignorance).
You uplift the mountain (support the worlds) in protection of Your devotees. You stole the hearts of Gopis. 
You destroy the demon of ""I and mine"" (selfishness), O darling boy of Brindavana, 
You wear a rosary of tulsi beads dressed in beautous yellow cloak. You free us from ignorance"
Krishna,"Kamala Nayana Bhagawaan 
Sathya Sai Bhagawaan 
Deena Janon Key Praan 
Patheetha Paavana Sairam 
Puttaparthipureeshwara Shree Sairam 
Shree Sairam Jaya Jaya Ram 
Parthipureeshwara Shree Sairam 
Deena Janon Key Pran","Oh Lord with lotus petalled eyes, Oh Lord Sathya Sai! Thou art the very life breath of the miserable.
You are the most auspicious and holy, You are the Lord of Puttaparthi, victory to Thee, Sai Ram"
Krishna,"Kamala Nayana Hey Kaivalya Dham 
Karuna Sagar Shyaam 
Eshwaraamba Nandana Sai Ghanashyaam 
Surdas Key Shyaam Manohar 
Bhakto Key Thum Sai Manohar","O Lotus-Eyed Lord ! O Ocean of Compassion, Lord Shyaam ! Thou art
loved by Surdas (devotee) and are final goal. 
O Beloved Son of Eeswaramma ! Devotees are enchanted by Thy Beauty."
Krishna,"Kamala Nayan Prabhu Kamala Pathey 
Kamalaasana Prabhu Kamala Kantha 
Kamala Naatha Prabhu Kamala Ramana 
Kamaleshwara Prabhu Kamala Naathha","Worship the Lotus-eyed Lord, Lord of Lakshmi, seated on a Lotus
in the Lotus posture, Who is Lotus-navelled."
Krishna,"Kamala Vadana Sai Ranga 
Kaivalya Paanduranga (2) 
Sai Gopaala Ghana Ghana Neela 
Kutila Kuntala Thribhuvana Paala 
Brahma Vishnu Maheshwara Roopa (2) 
Maaya Lola Brahma Swaroopa","O! Lotus-faced Lord Sai Ranga, bestower of salvation; blue-hued
Sai Gopaala, wearing a mass of curly hair, the Lord of Three 
Worlds, the embodiment of Brahma, Vishnu and Maheswara 
(Creation, Sustenance and Destruction), who enchants with Maya."
Krishna,"Kanha Kanhaiya Bansi Adhariya Brindaavana Ghana Rasa Rachaiya 
Gokula Nandana Hey Chitta Mohana 
Raadha Manohara Shyaama 
Maanasa Chora Nanda Kishora 
Parthi Vihaara Sai Gopaala Sai Gopaala","Hey little Krishna, You played the flute and played Rasacreeda (water
sport) at Brindavan. You are the child of Gokula, You are the 
enchanter of minds, You are Radha's consort, You are dark complexioned 
and beautiful. Hey son of Nanda, You steal our minds. You are Sai Krishna, the one frequents Puttaparthi"
Krishna,"Kanhaiya Theree Bansi Bhaje Merey Laal 
Jis Din Main Bhajoon Thero Naam 
Kanhaiya Theri Bansi Bhaje Merey Laal 
Hey Nandalaala Gopaala 
Gopaala Gopaala 
Govinda Govinda Govinda Gopaala 
Sai Krishna Sai Ram","Hey Krishna, my child, let Your flute play.
Which day shall I sing Your name, Hey Gopala (Krishna), 
Hey son of Nanda, Hey Govinda, Hey Gopala, Hey Sai Krishna, Hey Sai Ram"
Krishna,"Kasturi Ranga Kaveri Ranga Shree Ranga Ranga Ranga 
Shree Ranga Ranga Ranga 
Kalyaana Ranga Karunaantha Ranga 
Shree Ranga Ranga Ranga 
Garuda Gamana Ranga Sesha Shayana Ranga 
Shree Ranga Ranga Ranga","Chant the Name of Narayana who wears the Tilaka of Kasthuri, who wears the ornament of compassion
He is auspicious and the Doer of good things He rides on Garuda and reclines on Sesha-Naga"
Krishna,"Kasturi Thilakam Lalaata Phalakey 
Vakshasthaley Kaustubham 
Naasagre Nava Maukthikam 
Karathaley Venum Karey Kankanam 
Sarvaange Harichandanam, Cha Kalayan 
Kanthey Cha Muktavalee 
Gopasthree Pariweyshtitham Vijayathey 
Gopaala Choodamanee","Hail to Thee, the crown jewel of the cowherd's race, who is
surrounded by the cowherd women (Gopis), who wears the sacred mark 
of musk paste in His forehead, who wears the precious gem of 
Kaustubha on His chest, who wears pearl nose ring, who has a 
flute in His hand, bracelet around the wrist, who has sandal 
paste all over the body and pearl garlands around the neck"
Krishna,"Keshava Madhava Govinda Gopaala 
Hari Bol Hari Bol Hari Hari Bol 
Keshava Madhava Govinda Bol","Chant the names of Lord Keshava, Madhava, Govinda, Gopaala and Hari"
Krishna,"Keshava Madhava Hari Narayana 
Sathya Narayana Sai Hari Om 
Sathya Sanaathana Hari Narayana 
Jaya Narayana Sai Hari Om..(Keshava Madhava..) 
Sachidananda Paramaananda Narahari Vithala Sai Hari Om 
Hari Om Hari Om Hari Om Sai Hari Om 
Hari Om Om Om, Hari Om Om Om, Hari Om Om Om, Sai Hari Om","Chant the names of Keshava, Madhava, Hari, Narayana and Sathya
Sai Baba. Our Sai Baba is none other than all these Gods. He is 
Truth eternal. He is that eternal primeval blissful God who is a 
sachidananda (knowledge, existence and bliss)."
Krishna,"Keshavaa Madhava Jaya Deva Madhusoodana 
Nethra Kamala Dala Athiva Manohara 
Antharayaami Prabhu Parameshwara 
Mayaa Maanusha Vesha Leeladhara 
Maya Manusha Vesha Leeladhara","Radiant Lord Krishna, master of maya, glory to God who destroys
harmful forces; With eyes like the petals of the lotus, he is 
most enchanting to the mind; Inner motivator, sovereign Lord, 
supreme and highest Lord; He appears clothed in human form to 
move among men and uplift them. Thru the sport of His Divine Play 
He assumes a disguise or vesture of a man; born in the world now as Sri Sathya Sai"
Krishna,"Krishna Bhagawan Rama Bhagawan 
Aavo Shankara Sai Bhagawan (2X) 
Janana Marana Bhaya Shoka Vidoora 
Aavo Krishna Bhagawan 
Deena Dayaakara Parama Kripaakara 
Aavo Sathya Sai Ram (2X) 
Aavo Narayana Sankata Mochana Aavo Sai Bhagawan 
Aavo Sai Bhagawan","Hey Lord Krishna, Lord Rama, come hey Shankara (Shiva), Hey
Lord Sai. You dispel the fear of the cycle of birth and death. 
Come Hey Lord Krishna, You are full of mercy and extreme compassion. 
Come Hey Sathya Sai Ram, Come Narayana, the One who can redeem one 
from sins. Come Hey Sai Bhagawaan, come Lord Sai"
Krishna,"Krishna Bhajo Krishna Bhajo Murali Govinda Bhajo 
Sai Govinda Bhajo Sai Gopaala Bhajo 
Krishna Bhajo Krishna Bhajo Murali Govinda Bhajo 
Giridhari Shyaam Bhajo Sai Govinda Bhajo 
Madhuvana Sanchari Shyaama Gopaal Bhajo (3)","Sing/chant the name of Krishna, the One with flute.
Sing the name of Sai Krishna. Sing the name of blue complexioned 
Krishna, who lifted the Govardhana mountain, who frequented the Madhuvana (a place in Mathura"
Krishna,"Krishna Gopaal Krishna Gopaal 
Darshan Do Merey Sai Nandalaala 
Meera Key Prabhu Giridhara Baal 
Radha Madhava Krishna Gopaal 
Parthipuri Key Sai Gopaal 
Darshan Do Merey Sai Nandalaala","O Lord of Mira and Radha! of Parthipuri! Krishna, kindly present Thyself and grant us Darshan"
Krishna,"Krishna Kanaiyya Bansi Bajaiyya 
Par Karo Merey Jeevan Naiyya 
Nandaji Key Laala Murali Gopaala 
Bhakton Key Thum Deen Dayaala 
Paar Karo Merey Jeevan Naiyya","O Merciful Lord Sai Krishna ! Kindly help me to cross the ocean of
life and death. Chant the name of beloved of Nanda - Lord Gopaala."
Krishna,"Krishna Krishna Jaya Aadi Narayana 
Krishna Krishna Jaya Hari Narayana 
Veda Vedaanta Varada Narayana 
Naada Swaroopa Hari Narayana 
Eshwaraamba Suta Sai Narayana 
Sathya Narayana Sai Narayana","Chant the name of Shree Krishna who verily is the Primeval
Narayana. He is the basis of the Vedas. He is the Lord who gives 
boons in plenty. He is the origin and form of Sound. He is also our Sai Baba, son of Eashwaramma."
Krishna,"Krishna Krishna Krishna Keshava 
Krishna Krishna Krishna Madhava 
Keshava Madhava Sai Keshava 
Krishna Krishna Krishna Keshava 
Keshava Madhava Sai Keshava Sai Keshava 
Krishna Krishna Krishna Keshava","Glory to Krishna, The radiant One with the beautiful hair, Lord of Mother Lakshmi, You are our dear Lord"
Krishna,"Krishna Krishna Krishna Krishna 
Radhey Radhey Radhey Radhey Krishna 
Govinda Gopaala Bhajo Narayana 
Govinda Gopaala Bhajo Narayana","Worship Lord Narayana and chant the names of Lord Gopaala, Govinda, Narayana and Krishna"
Krishna,"Krishna Krishna Krishna Krishna Radhey Govinda 
Radhe Govinda Sai Govinda 
Krishna Krishna Krishna Krishna Radhey Govinda 
Rama Rama Rama Rama Sai Rama 
Hara Hara Hara Mahadeva Sai Shankara Sathya Sai Shankara","Chant the names of Krishna, Rama and Shiva"
Krishna,"Krishna Krishna Mana Mohana 
Chitta Chora Radha Jeevana 
Megha Shyaama Madhusoodana 
Radha Kaanta Yadu Nandana","Krishna, enchanter of the mind, Radha's very life, one who
steals the mind, of cloud-like blue colour, the slayer of the 
demon Madhu, beloved Son of the Yadu Clan."
Krishna,"Krishna Krishna Mujhe Darasha Dikhaavo Krishna 
Giridhaari Muraari Krishna Ghanashyaama Muraari Krishna 
Hey Krishna Krishna Krishna Ghanashyaama Muraari Krishna 
Ab Aajaavo Krishna Mujhe Darasha Dikhaavo Krishna 
Krishna Krishna Mujhe Darasha Dikhaavo Krishna","Hey Krishna, please grant Your divine vision to me.
Oh Krishna, You lifted the Govardhana mountain, You enchant 
everyone with Your flute, please come and grant me Your darshan. 
Come, come Krishna, please come"
Krishna,"Krishna Krishna Radha Krishna Hey 
Gokul Bala, Hey Gopi Lola 
Nanda Kumara Navaneetha Chora Hey Nanda Lala 
Rama Rama Dasharatha Rama Hey Raja 
Rama, Hey Sai Rama 
Raghukula Bhushana Rajiva Lochana Hey Sai Rama","Worship Lord Krishna, beloved of Gopis, son of Nanda and
stealer of hearts. Lotus-eyed Rama, jewel of Raghu dynasty, 
beloved of Seetha, and son of Dasharatha. Pray to Lord Sai Rama)."
Krishna,"Krishna Krishna Ramaneeya Krishna 
Kaalinga Madhava Shree Krishna 
Govardhana Giri Dhaari Muraari 
Gopee Mana Sanchaari Hey Gopee Mana Sanchaari","Hey Krishna, the One who fills everyone with joy,
Hey Madhava, Hey Krishna, You are the One who lifted the Govardhan 
mountain, You are the indweller in the hearts of Gopis"
Krishna,"Krishna Krishna Yaduvara Krishna 
Murahara Keshava Yaadava Madhava 
Krishna Krishna Yaduvara Krishna 
Murali Manohara Shyaama Gopaala 
Shyaama Gopaala Sai Gopaala 
Murahara Keshava Yaadava Madhava","Hey Krishna, Hey Yadava (Krishna of Yadu clan), Hey destroyer
of the demon Mura, Hey Keshava, Hey Madhava, Hey beautiful One 
with flute, Hey blue colored One, Hey Sai Krishna, (we bow to You"
Krishna,"(Jai) Krishna Madhava Govinda Gopaala 
Mathura Naathha Madana Gopaala 
Nanda Mukunda Shyaama Gopaala 
Krishna Harey Jaya Krishna Harey 
Jaya Hari Govinda Krishna Harey 
Krishna Harey Jaya Krishna Harey 
Jaya Hari Govinda Krishna Harey","Victory to Lord Krishna, Madhava, Govinda, Gopaala Prince of Nanda and Hari."
Krishna,"Krishna Madhava Madhava Krishnaa 
Krishna Madhavaa Sai Harey 
Brindaavana Sanchari Shyaama Gopaala 
Hey Madhusoodana Jaya Nandalaala 
Jhoolena Jhoole Merey Sai Nandalaala","Hey Krishna, Hey Madhava, Hey Sai, Hey blue colored one, who
frequented the Brindavan, victory to Thee. Hey son of Nanda, 
the destoyer of the demon Madhu, oh my little son of Nanda, please sit and swing in the Jhoola"
Krishna,"Krishna Mukunda Govinda Giridhara 
Murali Mohana Narayana 
Parthipurandhara Narayana 
Putta Parthipurandhara Narayana 
Madhava Sreehari Mandara Giridhari 
Govinda Murahari Narayana (Hari) 
Parthipurandhara Narayana 
Murali Mohana Narayana","Krishna, Mukunda, Govinda, Giridhara (different names for Krishna)
Narayana, - the enchanting One with the flute, hey Lord, Thou art 
at Puttaparthi. You are the Lord who lifted the Govardhan mountain"
Krishna,"Krishna Mukunda Muraari Kanaiya 
Vanamaali Banavari Kanaiya 
Radha Vallabha Rakhumayi Vitthala 
Meera Key Giridhaari Kanaiya","Krishna, Mukunda, Murari, Kanhaiya (alldifferent names for Krishna)!
Hey, consort of Radha (Krishna), Hey Vitthala (Krishna), consort of 
Rukmani, Thou art Meera's. You are Giridhari (the One who lifted the Govardhan mountain"
Krishna,"Krishna Muraari Bhava Bhaya Haari Hey Giridhaari Gopal 
Parthi Vihaari Hrudaya Vihaari 
Bhaktha Sakha Bhagawaan 
Hey Bhaktha Sakha Bhagawaan 
Hey Bhaktha Sakha Bhagawaan","O Krishna, destroyer of ego and the fears of worldly existence,
the one who held aloft the mountain, Lord who sports in Parthi 
and in the heart; You who are the friend and companion of your devotees."
Krishna,"Krishna Muraari Muralidhaari 
Gopi Vallabha Giridhaari 
Hrudaya Vihaari Leeladhari 
Parthi Vihaari Sai Muraari","O Lord Sai Baba of Parthi! O Lord Krishna! Player of the
divine flute, slayer of demon Mura and destroyer of evil. Beloved of Gopis and indweller of hearts."
Krishna,"Krishna Muraari Sai Giridhaari 
Radhey Shyaama, Radhey Shyaama, Radhey Govinda 
Parthipuri Key Sai Ram Sai Ram 
Sai Naam Hari Naam, Sai Naam Sathya Naam 
Jai Radhey Govinda Naam","Chant the name of Lord Sai Giridhari of Parthipuri, Lord Hari, Sai, Govinda, Krishna and Murari."
Krishna,"Krishna Rama Govinda Narayana 
Keshava Madhava Hari Narayana 
Krishna Rama Govinda Narayana 
Shree Venu Gopaala Krishna 
Madhava Madhu Sudana Narayana 
Krishna Rama Govinda Narayana",Chant the various names of the Lord
