Title,Deity,Level,Tempo,Language,Raga
"Kamisama Kamisama, Haato no Uchinaru Kamisama",sai,simple,medium fast,japanese,major (shankarabharanam / bilawal)
Kanashii Koto ga Attara Kokoro no Naka de Tonaeyou,sai,simple,medium,japanese,major (shankarabharanam / bilawal)
Karunanta Ranga Kariraja Varada Kamalesha Sri Sai Rama,"sai, rama, narayana",simple,medium,sanskrit / hindi,shivaranjani
Kiyoraka de Yasashikute,sai,simple,medium fast,japanese,major (yaman kalyan)
Kokoro ni Ai to Yorokobi Mitashi Kami to Hitotsu ni Narou,sai,simple,medium fast,japanese,~ major (harikamboji)
Kokoro no Naka ni Hi wo Tomosou,sai,simple,fast,japanese,major (shankarabharanam / bilawal)
"Kokoro no Naka ni Orareru Sai Baba, Itsumo Watashi o Mamori Michibiku",sai,simple,fast,japanese,major (mohanam / bhoop)
"Kumbaya, My Lord Kumbaya (3)",sai,simple,medium,english,major (shankarabharanam / bilawal)
"Lead kindly light, lead me on",sai,simple,slow,english,major (shankarabharanam / bilawal)
Lead kindly light Sathya Sai Baba (2),sai,simple,medium slow,english,major (shankarabharanam / bilawal)
"God, let me be one with all beings",sai,simple,medium fast,english,minor (natabhairavi)
"Light the lamp of Love, within my heart dear Sai",sai,simple,slow,english,major (shankarabharanam / bilawal)
Like the river to the sea,sai,simple,medium slow,english,major (shankarabharanam / bilawal)
"Like The Sunlight, Like The Moon Bright, Always Always I Am With You",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Listen To My Heart Voice Waiting For My Calling,sai,simple,medium fast,english,minor (natabhairavi)
"Listen, Listen",sai,simple,medium,english,minor (shuddha dhanyasi)
Lord I Am Thine I Am Thine I Am Thine,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Lord I Yearn For Your Love,sai,simple,medium slow,english,major (shankarabharanam / bilawal)
"Lord of Lords, Sathya Sai",sai,simple,medium,english,minor (natabhairavi)
Lord of Mercy Lord of the World,sai,simple,medium,english,major (shankarabharanam / bilawal)
"Lord of the universe, Father divine",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Lord Sathya Sai Bhagawan Sathya Sai,"sai, sarva dharma",simple,medium fast,english,major (mohanam / bhoop)
Lord Sweet Lord ... Lord Sweet Lord,sai,simple,slow,english,major (shankarabharanam / bilawal)
Love all Serve all,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
"Love in my heart, love in my home, love in my life, Sai is Love","sai, sarva dharma",simple,medium slow,english,major (shankarabharanam / bilawal)
Love is all I see - Love is all I do,sai,simple,medium fast,english,~ major (shankarabharanam / bilawal)
"Love Is My Form, Truth Is My Breath, Bliss Is My Food",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Love is my life … Love is my life,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Love is my song for Love is what I AM,sai,simple,medium fast,english,"minor (natabhairavi), major (shankarabharanam / bilawal)"
Love Is The Way Love Is The Only Way,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Love is your real name,sai,simple,medium,english,major (shankarabharanam / bilawal)
Mana Bangaru Parthi Baba,sai,simple,medium slow,telugu,pilu
May The Love We're Sharing Spread Its Wings,sai,simple,slow,"english, sanskrit / hindi",minor (natabhairavi)
"More Love, more Power, more of You in my life",sai,simple,fast,english,minor (natabhairavi)
My Dedication,sai,simple,slow,english,~ major (harikamboji)
My Light Never Dims (8x),sai,simple,medium slow,english,major (shankarabharanam / bilawal)
"My sweet Lord, oh my sweet Lord",sai,simple,medium,english,major (shankarabharanam / bilawal)
"Nagare, Nagare te Yume wo Mita",sai,simple,medium fast,japanese,"major (shankarabharanam / bilawal), minor (natabhairavi)"
"Nanzen Nen mo Umare Kawatte, Tabi wo Tsuzuketa Watashi",sai,simple,medium,japanese,minor (natabhairavi)
"Narayana Sathya Sai, Narayana Sathya Sai",sai,simple,medium,english,major (shankarabharanam / bilawal)
"O Lord, Purify Me And Make My Heart Worth Stealing",sai,simple,medium fast,english,~ major (harikamboji)
"O Loving Lord Of All The Worlds, Let Me Be Your Devotee",sai,simple,medium,english,major (shankarabharanam / bilawal)
O Merey Swami Antaryami,sai,simple,medium slow,sanskrit / hindi,jaunpuri
"O My Beloved Bhagawan, O My Beloved Bhagawan",sai,simple,medium,english,major (shankarabharanam / bilawal)
"O Sai, O Sai, O Sai Baba (2)",sai,simple,medium,japanese,major (shankarabharanam / bilawal)
"O Sai, my Lord of Universe (3)",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
"Ocean of Blissful Joy, overflows from Sai",sai,simple,medium fast,english,minor (hindolam / malkauns)
"Oh Dearest Swami, please help me see, the Almighty in everyone",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Oh Lord take my life,sai,simple,medium,english,harmonic minor
"Oh Lord, may we live in peace",sai,simple,medium fast,english,"minor (natabhairavi), major (shankarabharanam / bilawal)"
"Oh Lord, oh my Lord",sai,simple,medium slow,english,minor (natabhairavi)
"Oh my Sai, oh my Sai",sai,simple,medium slow,english,major (shankarabharanam / bilawal)
Oh Senor Ganesha!,"ganesha, sai",simple,medium fast,spanish,major (shankarabharanam / bilawal)
"Oh, Lord, sweet Lord who dwells in my heart",sai,simple,medium,english,~ major (jog)
Om Bhagawan Sri Sathya Sai Babaya Namah (7),sai,simple,medium fast,sanskrit / hindi,~ madhyamavati / madhmad sarang
Om Jai Jagadeesha Harey,sai,simple,medium fast,telugu,shankarabharanam / bilawal
"Om Namah Shivaya, Shivaya Namah Om (6x)","krishna, rama, sai, shiva",simple,medium,english,minor (shuddha dhanyasi)
Om Sai Om Narayana Oh My Sweet Lord,sai,simple,medium slow,english,major (mohanam / bhoop)
Om Shiva Shakthi Swaroopa,sai,simple,medium,sanskrit / hindi,mohanam / bhoop
Om Sri Bhagawan Namo Namo,sai,simple,medium,sanskrit / hindi,hindolam / malkauns
Om Sri Sathya Baba Toutoki Kami Sai Baba,sai,simple,medium fast,japanese,major (shankarabharanam / bilawal)
"Om to the Inner Light, to my God's divine Light I bow","sai, guru",simple,medium fast,english,major (mohanam / bhoop)
Only one love shines on millions of faces,sai,simple,medium,english,minor (natabhairavi)
"Open, open, open to My love",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Our Jesus Came And He Is Here Again,"jesus, sai",simple,medium fast,english,major (shankarabharanam / bilawal)
Our only God truly thou art,"sai, sarva dharma",simple,medium,english,major (shankarabharanam / bilawal)
Parthi Pureesha Sai Deva,sai,simple,medium,sanskrit / hindi,~ gowri manohari / patdeep
Peace be still,sai,simple,medium,english,major (shankarabharanam / bilawal)
Peace I leave with you,sai,simple,medium slow,english,major (shankarabharanam / bilawal)
"Peace Shanthi, Peace On Earth",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
"Peace, Peace, Peace",sai,simple,medium slow,english,major (shankarabharanam / bilawal)
Power of the universe bring my soul to light,sai,simple,medium,english,~ minor (natabhairavi)
"Praise be to (Baba), He taught me how to pray,",sai,simple,medium,english,major (shankarabharanam / bilawal)
Praise be to Thee O Lord,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
"Praise Him, praise the Lord ",sai,simple,medium fast,english,~ minor (natabhairavi)
Prasanna Ho Prasanna Ho Prasanna Ho Sathya Sai Ram,sai,simple,fast,sanskrit / hindi,shankarabharanam / bilawal
Prashanthi Sai Prashanthi Baba,sai,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Precious Sai,sai,simple,slow,english,major (shankarabharanam / bilawal)
Prema Swaroopa I am Divine Love,sai,simple,medium,english,minor (natabhairavi)
Prema Swaroopa Prema Anand Prema Swaroopa Prema Bhagawan,sai,simple,medium fast,english,minor (natabhairavi)
Punya Naam Pavitra Naam Rama Naam Sai Ram,sai,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Que todos los seres de todos los mundos ,sai,simple,medium,spanish,minor (natabhairavi)
Rama Anarada Marokka Sari Rama Anarada ,sai,simple,medium fast,telugu,keeravani
Rama Namo Rama Namo Rama Namo Sai Rama Namo,"rama, sai",simple,medium,sanskrit / hindi,abheri / bhimpalas
Rama Rama Rama Rama Ram,"rama, sai",simple,medium,english,minor (natabhairavi)
"Rama, Krishna, Baba Avatar",sai,simple,medium fast,english,harmonic minor
"Rama, Rama, Rama",sai,simple,fast,japanese,minor (natabhairavi)
"Rama, Sai Baba, Sita Ram,","rama, sai",simple,medium fast,english,minor (natabhairavi)
"Rangimarie, Rangimarie, Rangimarie, Nau Mai Rangimarie",sai,simple,slow,maori,
Receive Me…Receive Me…Receive Me…Receive My Love,sai,simple,slow,english,major (shankarabharanam / bilawal)
"Oh Lord, set us free, raise us up to be with Thee",sai,simple,medium,english,major (shankarabharanam / bilawal)
Remover of obstacles,sai,simple,medium,english,minor (natabhairavi)
"Repeat His Name, Sai Ram, Sai Ram",sai,simple,medium fast,english,~ major (shankarabharanam / bilawal)
Ribbons of light streaming through all beings,sai,simple,medium,english,minor (natabhairavi)
"The river is fast, the river is slow,",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Saa Utaou Ai wo Utaou,sai,simple,medium fast,japanese,~ major (shankarabharanam / bilawal)
Sab Ka Malik Ek Hai Sai Tum Ho Bhagawan,sai,simple,medium fast,sanskrit / hindi,shankarabharanam / bilawal
Sai (Baba) Sathya Palana,sai,simple,medium,sanskrit / hindi,~ shankarabharanam / bilawal
Sai as Rama came to teach us,sai,simple,medium slow,english,minor (natabhairavi)
"Sai Avatara, Sai Avatara, Sai Avatara",sai,simple,medium slow,english,minor (natabhairavi)
Sai Baba eno Omoi wo Kokoro ni,sai,simple,medium fast,japanese,major (shankarabharanam / bilawal)
Sai Baba Pranam,sai,simple,medium,sanskrit / hindi,natabhairavi
Sai Baba Sai Baba Sathya Sai Baba,sai,simple,fast,japanese,major (shankarabharanam / bilawal)
Sai Baba we sing to You in unison today,sai,simple,medium,english,major (shankarabharanam / bilawal)
Sai is awakening,sai,simple,medium,english,minor (natabhairavi)
"Sai is my Lord, Sai is my everything ",sai,simple,medium,english,major (shankarabharanam / bilawal)
Sai Is The Fountain Of Love,sai,simple,medium slow,english,major (shankarabharanam / bilawal)
Sai Krishna Sai Krishna Sai Gopala ,"krishna, sai",simple,medium slow,spanish,major (shankarabharanam / bilawal)
"Sai Lokah Samasta, Sukhino Bhavantu (4)",sai,simple,medium slow,english,major (shankarabharanam / bilawal)
"Sai Ma, Sai Ma, Sai Ma",sai,simple,medium,english,minor (natabhairavi)
"Sai Madre compasiva, Madre universal, Madre mia",sai,simple,medium fast,spanish,major (shankarabharanam / bilawal)
Sai no Ai ni Tsutsumarete Iru,sai,simple,medium slow,japanese,major (shankarabharanam / bilawal)
Sai Ram Bhagawan,sai,simple,medium,english,major (shankarabharanam / bilawal)
Sai Ram Sai Ram Sathya Sai Avatara,sai,simple,medium slow,sanskrit / hindi,major (shankarabharanam / bilawal)
"Sai Rama Sai Krishna, Sai Baba",sai,simple,fast,japanese,major (shankarabharanam / bilawal)
Sai Sai Sai Sings My Heart Everyday,sai,simple,medium fast,english,minor (natabhairavi)
Sai Sai Sayanarey Sarvam Brahmam Mayamanarey,sai,simple,medium fast,sanskrit / hindi,~ pilu
"Sai wa Ai, Shinri wa Ibuki, Shifuku wa Ikiru Kate",sai,simple,medium fast,japanese,major (shankarabharanam / bilawal)
Sai You Are More Precious Than Silver,sai,simple,slow,english,major (shankarabharanam / bilawal)
"Sai, You are my heart and soul",sai,simple,medium,english,minor (natabhairavi)
"Sai, Oh Sai, Oh Sai, Oh Sai, Oh Sai  (3x)",sai,simple,medium slow,english,minor (natabhairavi)
We are a part of Sai’s universe,sai,simple,medium slow,english,major (shankarabharanam / bilawal)
Salute to Lord Sathya Sai,sai,simple,medium,english,minor (natabhairavi)
Sathya Sai Baba  (8x),"sai, sarva dharma",simple,medium fast,english,minor (natabhairavi)
"Sathya Sai Baba, Tú eres amor ",sai,simple,medium fast,spanish,minor (natabhairavi)
Sathya Sai Bhagawan,sai,simple,medium,english,~ major (shankarabharanam / bilawal)
Sathya Sai we pray we will win Your grace today,sai,simple,medium,english,major (shankarabharanam / bilawal)
"Sathya Sai, hear us, hear us calling",sai,simple,medium,english,minor (natabhairavi)
"Sathya Sai, I sing, sing, Sathya Sai, I sing, sing,",sai,simple,medium,english,major (shankarabharanam / bilawal)
"Sathya Sai, You are the Heart of the universe,",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Sathyam Gnanam Anantham Brahma (3),sai,simple,medium fast,sanskrit / hindi,mohanam / bhoop
"Sekai no Kamisama, Uchuu no Kamisama, Subete no Kami Sai Baba",sai,simple,medium fast,japanese,major (shankarabharanam / bilawal)
Let Your light shine down on me,sai,simple,medium,english,minor (natabhairavi)
Shirdi Vasi Sai Baba Parthi Vasi Sai Baba,sai,simple,medium fast,sanskrit / hindi,keeravani
"Si Me Caigo, Me Levantas",sai,simple,medium fast,spanish,major (shankarabharanam / bilawal)
"Sing we, sing we together, now and forever, sing we of Swami,",sai,simple,medium,english,major (shankarabharanam / bilawal)
"Sing with love in your heart, sing to the Lord",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
So divine is how we feel when we are with You,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Song To Honor Sathya Sai Baba,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Song to the Lord,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
There’s a Stream of Love,sai,simple,medium,english,major (shankarabharanam / bilawal)
Subah Aur Shyam Bol Hari Naam,sai,simple,medium,sanskrit / hindi,harikamboji
Subete no Inochi wa Anata Kara Umareta,sai,simple,medium fast,japanese,major (shankarabharanam / bilawal)
Surely goodness and mercy shall follow me all the days of my life,sai,simple,medium slow,english,major (shankarabharanam / bilawal)
Surrender to Sai,sai,simple,medium,english,major (shankarabharanam / bilawal)
Surrender To The Feet Of The Lord Sai Baba Surrender ...,sai,simple,medium fast,english,minor (natabhairavi)
"Swami, O Swami, Breathe Through Us Your Sacred Breath",sai,simple,medium,english,minor (natabhairavi)
Swami I love You,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
Swami O Swami,sai,simple,slow,english,
"Swami Take My Hand, Jesus Take My Hand,","jesus, sai",simple,medium fast,english,major (mohanam / bhoop)
Swami we adore You,sai,simple,slow,english,major (shankarabharanam / bilawal)
Swami You live within my heart (3x),sai,simple,medium fast,english,major (shankarabharanam / bilawal)
"Swami, oh Swami, come to me, oh my Swami (2x)",sai,simple,medium slow,english,major (shankarabharanam / bilawal)
"Sweet Ganesha, sweet Ganesha, dancing in my heart","ganesha, krishna, sai",simple,medium fast,english,minor (natabhairavi)
Tada hitasura Kami no ai wo omoi ikiru,sai,simple,medium,japanese,~ minor (pilu)
"Take me home, my dear mother Sai",sai,simple,slow,english,minor (natabhairavi)
Temple bells are ringing now in Parthi,sai,simple,medium,english,major (shankarabharanam / bilawal)
Thamaso Ma Jyotir Gamaya (3),sai,simple,medium fast,sanskrit / hindi,major (shankarabharanam / bilawal)
Thank you Baba for loving me,sai,simple,medium,english,major (shankarabharanam / bilawal)
"Thank you Sai, thank you Sai, for being so good to us",sai,simple,medium fast,english,minor (natabhairavi)
"Oh, Lord, let me fly to Thee,",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
The Light of God is who I Am,sai,simple,slow,english,major (shankarabharanam / bilawal)
The Lord gave the world such a beautiful sound,sai,simple,medium,english,major (shankarabharanam / bilawal)
The Lord of the Universe is here,sai,simple,medium fast,english,major (shankarabharanam / bilawal)
The name most sacred,sai,simple,medium slow,english,minor (natabhairavi)
The second coming is here,sai,simple,medium slow,english,minor (natabhairavi)
"There is love all around, only love to be found (3x)",sai,simple,medium slow,english,major (shankarabharanam / bilawal)
"There Is No Birth, There Is No Death, There Is No You Or I",sai,simple,medium fast,english,minor (natabhairavi)
"There Is Only One Religion, The Religion Of Love",sai,simple,medium,english,major (shankarabharanam / bilawal)
There's Only One,sai,simple,medium slow,english,major (shankarabharanam / bilawal)
There’s the love in my heart of the Lord (2x),sai,simple,medium,english,major (shankarabharanam / bilawal)
Think Only Of Me,sai,simple,medium,english,major (shankarabharanam / bilawal)
"This little light of mine, I’m gonna let it shine (3x)",sai,simple,medium fast,english,major (shankarabharanam / bilawal)
"Through eyes of Love, the world is beautiful, beautiful, beautiful, beautiful and perfect, just as it is. ",sai,simple,medium slow,english,major (shankarabharanam / bilawal)
