Bhajan,Deity,Meaning,Level,Tempo,Language,Raga
Shankara Roopa Sajjana Vanditha Sai Rama Namosthuthe ,Krishna,"Salutations to Thee, Hey Sai Rama, the embodiment of Shiva. You
are worshipped by the holy. You are the embodiment of Rama who has 
the most enchanting history. You are Anjaneya (Hanuman) who has 
the most miraculous history. Salutations to You, Sai Rama",intermediate,medium,sanskrit / hindi,~ harikamboji
Shanmukha Shanmukha Sai Sundara ,Krishna,"Oh enchanting Sai, You are the six headed Lord Shanmukha (Lord
Subramanya, the younger son of Shiva), You are the auspicious 
Sharavanabhava (another name for Lord Subramanya), You are the 
auspicious son of Gauri and Shiva, You are the One whose abode is 
at Puttaparthi, You are the embodiment of Pranava (Om). Chant the name of the divine perceptor, Lord Subramanya",intermediate,medium fast,sanskrit / hindi,hindolam / malkauns
Shanmukha Shanmukha Sai Sundara ,Krishna,"Oh enchanting Sai, You are the six headed Lord Shanmukha (Lord
Subramanya, the younger son of Shiva), You are the auspicious 
Sharavanabhava (another name for Lord Subramanya), You are the 
auspicious son of Gauri and Shiva, You are the One whose abode is 
at Puttaparthi, You are the embodiment of Pranava (Om). Chant the name of the divine perceptor, Lord Subramanya",intermediate,medium fast,sanskrit / hindi,hindolam / malkauns
Shirdi Key Bhagawaan Sai Ram ,Krishna,"O Lord of Shirdi! Tho hast incarnated in Parthi as Lord Sai Ram. O
Protector of devotees, Lord Sai Gopaala ! Thy Glory is being sung with 
the accompaniment of ringing of bells in each and every Temple.",advanced,medium slow,sanskrit / hindi,darbari
Shirdi Nivaasa Sai Shankara ,Krishna,"O Lord Shankara, the Dweller of Shirdi and Parthi who is beyond the perception of the senses,
who is beyond time and Who has conquered time. O Lord of the universe, glory to Thee! 
O Embodiment of the primordial sound Om ",intermediate,medium fast,sanskrit / hindi,shubha pantuvarali / miyan ki todi
Shirdi Sai Bhajana Karo ,Krishna,"Worship Shirdi Sai, Prema Sai and Narayana, God incarnate in songs",advanced,medium,sanskrit / hindi,sindhu bhairavi / bhairavi
Shirdi Sai Shankara Parthi Vihaari Shankara ,Krishna,"Hey Shirdi Sai, You are Shankara, who is moving about in Parthi.
You instill fearlessness in the mind. You destroy 
the cycle of birth and death. You are the most sacred, most auspicious 
supreme Lord. You are the embodiment of Truth and You are Sai Shankara",intermediate,medium,sanskrit / hindi,mishra pahadi
Shiva Shankara Shiva Shankara Shiva Shankara Roopa Maheshwara Sai ,Krishna,"Worship the Lord of Lords, Sai Shankara. O Resident of
Kailasha! Thou art fond of the Tandava dance.",intermediate,medium fast,sanskrit / hindi,natabhairavi
Shiva Shiva Hara Hara Bhola Maheshwara Shambho Shankara ,Krishna,"Hey Shiva, Hara, Bhola Maheshwara (all are names of Shiva), You
are Parvathi's consort. You are the enchanted One having river Ganga 
in Your matted locks. You wear tiger skin with the crescent moon 
on Your head. Your neck is colored blue because of the Halahala poison. 
You live in the snow clad mountains (Kailas). Salutations to You, Oh consort of Gauri (Parvathi",advanced,medium fast,sanskrit / hindi,darbari
Shree Venkatesha Sayeeshwara ,Krishna,"Hey Lord Sai You are Lord Venkateshwara, whose abode is at Tirumala.
Oh Sai, You are Balaji (another name for Venkateshwara) as also 
Govinda. You are the Lord of the Universe, the embodiment of bliss",intermediate,medium fast,tamil,mohanam / bhoop
Soham Soham Dhyaana Kharo ,Krishna,"Meditate on sound 'Soham'. Recite the name of Lord Brahma, Vishnu
and Sai, while meditating on sound 'Soham'. Fill the heart with 
infinite bliss by realising highest Self (Atma) , while meditating on 'Soham'.",advanced,medium slow,sanskrit / hindi,kalyani / yaman
Soham Soham Dhyaana Kharo ,Krishna,"Meditate on sound 'Soham'. Recite the name of Lord Brahma, Vishnu
and Sai, while meditating on sound 'Soham'. Fill the heart with 
infinite bliss by realising highest Self (Atma) , while meditating on 'Soham'.",advanced,medium slow,sanskrit / hindi,kalyani / yaman
Sundara Vadana Sarasija Nayana ,Krishna,"So incredibly handsome! Such bewitching lotus eyes! Lord
of Puttaparthi, guardian of the universe, dweller of Prasanthi 
Nilayam... you indeed are my Lord and Master. In your infinite 
mercy and compassion, protect us from evil, always O Lord.",intermediate,medium,sanskrit / hindi,kalyani / yaman
Thandava Priyakara Sai Parameshwara ,Krishna,"This song describes Shiva dancing.
Behold, Lord Shiva doing the Thandava dance! The rattle drum 
in His hand is making ""Dama, Dama Dama"" sound. His anklets are 
jingling and making ""jhan, Jhana , Jhana"" sound, Shiva with His 
third eye is dancing (and the earth is trembling under His Feet",,,sanskrit / hindi,
Thum Bin Pran Nahi Oh Sai Merey ,Krishna,"Oh Sai, without You, I have no life. You are the support for all faiths.
Chant the name of Rahim or Rama. Without You, there is no life, oh Sai. 
You are the incarnation of Love, You are Guru Nanak, Jesus, Mahaveera and 
Shankara. Oh Sai, You are my very life",advanced,slow,sanskrit / hindi,~ shubha pantuvarali / miyan ki todi
Thum Bin Pran Nahi Oh Sai Merey ,Krishna,"Oh Sai, without You, I have no life. You are the support for all faiths.
Chant the name of Rahim or Rama. Without You, there is no life, oh Sai. 
You are the incarnation of Love, You are Guru Nanak, Jesus, Mahaveera and 
Shankara. Oh Sai, You are my very life",advanced,slow,sanskrit / hindi,~ shubha pantuvarali / miyan ki todi
Thum Ho Daatha Sai Shankar ,Krishna,"O Lord Sai Shankar! Thou art the protector. Grant us bliss.
Welcome and kindly present Thy-Self. O Lord Sai Shankar. We have nobody except Thee.",intermediate,medium,sanskrit / hindi,~ madhuvanti
Thum Ho Merey Bhagawaan Baba ,Krishna,"Baba, You are my beloved Lord, You are Lord of Puttaparthi and Shirdi,
You are Lord of the Universe, Bestower of Highest Peace, 
Lord of the ancient Parunas (Scriptures), You are Lord of the Universe",simple,medium,sanskrit / hindi,pahadi
Vinathi Suno Merey Sai Bhagawaan ,Krishna,"Listen to our prayers, O Lord Sai, Please ignore our shortcomings
and protect our honor and dignity. Please arouse love and devotion in our minds, 
we have come to seek Your Refuge",intermediate,medium,sanskrit / hindi,pilu
Yug Yug Key Avathaara Sai Rama Sai Krishna Sai Baba ,Krishna,"Hey Sai Baba, You are the incarnation of the Age. You are Rama, You are
Krishna. You are Allah, You are Jesus and Guru Nanak. You are also 
Buddha, Zoraster and Mahaveer. Victory to Ram, victory to Rahim",intermediate,medium,sanskrit / hindi,~ natabhairavi
Yug Yug Key Avathaara Sai Rama Sai Krishna Sai Baba ,Krishna,"Hey Sai Baba, You are the incarnation of the Age. You are Rama, You are
Krishna. You are Allah, You are Jesus and Guru Nanak. You are also 
Buddha, Zoraster and Mahaveer. Victory to Ram, victory to Rahim",intermediate,medium,sanskrit / hindi,~ natabhairavi
Yuga Avathaara Sai Rama ,Krishna,"Sai Baba, Avathaar of this age, Sing the name of Ram, Lord of Prashanti, supremely pure, most peaceful Rama of the Raghu clan",advanced,medium,sanskrit / hindi,mishra maand
